User ID,Session ID,Timestamp,Page URL,Event Type,Referral Source,Device Type,Product ID,Conversion Flag,Last Activity Timestamp,Page Sequence/Order,Session Duration,Event Duration,Bounce Flag,Session Start Indicator,Exit Page,Location/Region
user_0,session_3770,2024-05-24 23:27:53,/product/9306,page view,direct,desktop,,1,2024-05-24 23:29:36,6,200,,0,0,/category/home-goods,US
user_0,session_3794,2024-03-31 08:39:52,/category/home-goods,purchase,social media,tablet,prod_12,0,2024-03-31 08:43:15,7,129,33.0,0,0,/about-us,Australia
user_0,session_3901,2024-08-04 14:14:15,/about-us,page view,search engine,tablet,,1,2024-08-04 14:16:23,4,52,,1,0,/category/books,Australia
user_0,session_4362,2024-07-03 09:41:02,/search?q=laptops,purchase,social media,mobile,prod_36,0,2024-07-03 09:41:53,9,199,18.0,0,0,/about-us,Australia
user_0,session_4378,2024-11-27 09:36:53,/checkout,checkout,social media,mobile,prod_38,0,2024-11-27 09:39:25,5,245,9.0,0,0,/category/clothing,UK
user_0,session_450,2024-06-13 14:24:08,/home,add to cart,email,desktop,prod_18,0,2024-06-13 14:25:28,4,39,33.0,0,0,/checkout,Australia
user_0,session_4712,2024-05-02 12:41:58,/checkout,add to cart,social media,desktop,prod_88,0,2024-05-02 12:43:48,9,46,5.0,1,0,/category/toys,Germany
user_0,session_4767,2024-03-29 21:43:48,/product/6340,page view,email,mobile,,0,2024-03-29 21:48:05,3,27,,0,0,/product/5690,Canada
user_0,session_4906,2024-10-30 22:41:24,/search?q=laptops,checkout,search engine,desktop,prod_47,0,2024-10-30 22:45:22,1,21,56.0,0,1,/checkout,Germany
user_0,session_613,2024-08-01 04:07:34,/blog/25,checkout,email,tablet,prod_32,0,2024-08-01 04:08:09,7,43,12.0,1,0,/search?q=smartphones,UK
user_0,session_881,2024-04-29 22:40:21,/product/8763,page view,email,tablet,,0,2024-04-29 22:42:53,7,34,,0,0,/home,Canada
user_0,session_930,2024-09-18 21:28:02,/category/toys,page view,search engine,tablet,,0,2024-09-18 21:29:12,9,248,,0,0,/home,UK
user_1,session_1357,2024-12-06 21:02:30,/cart,purchase,social media,tablet,prod_32,0,2024-12-06 21:05:03,7,74,48.0,1,0,/search?q=kids-toys,Australia
user_1,session_1540,2024-03-21 12:27:48,/product/2930,page view,social media,tablet,,0,2024-03-21 12:31:57,7,255,,0,0,/checkout,UK
user_1,session_1579,2024-01-15 12:45:48,/about-us,page view,search engine,desktop,,0,2024-01-15 12:48:43,6,60,,0,0,/search?q=shoes,Germany
user_1,session_158,2024-03-26 02:30:09,/category/toys,checkout,direct,tablet,prod_49,0,2024-03-26 02:33:47,7,78,54.0,0,0,/contact,US
user_1,session_1688,2024-04-02 05:56:30,/product/2365,checkout,direct,tablet,prod_35,1,2024-04-02 05:59:22,9,21,59.0,1,0,/contact,Germany
user_1,session_1819,2024-01-06 00:28:48,/blog/42,add to cart,social media,mobile,prod_54,1,2024-01-06 00:32:43,5,145,8.0,1,0,/category/toys,Australia
user_1,session_1982,2024-10-19 21:17:45,/category/books,purchase,email,mobile,prod_46,0,2024-10-19 21:17:47,4,129,40.0,0,0,/category/clothing,Australia
user_1,session_2506,2024-05-27 15:01:59,/home,add to cart,social media,tablet,prod_27,0,2024-05-27 15:06:07,9,245,20.0,0,0,/home,US
user_1,session_2815,2024-09-20 21:56:53,/home,checkout,search engine,mobile,prod_43,0,2024-09-20 22:01:02,4,184,20.0,0,0,/product/3160,Canada
user_1,session_2993,2024-05-25 00:31:52,/contact,checkout,search engine,tablet,prod_77,1,2024-05-25 00:31:58,9,293,21.0,0,0,/cart,Germany
user_1,session_3053,2024-04-08 20:23:04,/contact,purchase,email,mobile,prod_60,0,2024-04-08 20:23:22,1,184,10.0,0,1,/category/home-goods,US
user_1,session_3106,2024-04-02 01:10:00,/about-us,page view,direct,mobile,,0,2024-04-02 01:14:00,9,34,,1,0,/about-us,Germany
user_1,session_3672,2024-10-05 08:47:58,/product/4052,purchase,direct,tablet,prod_54,0,2024-10-05 08:49:37,5,181,31.0,1,0,/contact,Canada
user_1,session_414,2024-02-17 04:15:14,/product/2830,add to cart,social media,tablet,prod_90,1,2024-02-17 04:20:14,2,264,27.0,0,0,/category/clothing,Germany
user_1,session_4180,2024-08-06 08:36:00,/home,purchase,search engine,tablet,prod_15,0,2024-08-06 08:39:03,5,247,10.0,0,0,/contact,Germany
user_1,session_4701,2024-12-02 18:19:15,/product/4365,page view,email,mobile,,0,2024-12-02 18:20:51,3,92,,0,0,/product/9692,Canada
user_1,session_4823,2024-07-01 13:58:35,/about-us,page view,direct,desktop,,0,2024-07-01 14:02:53,8,105,,0,0,/cart,Germany
user_1,session_4833,2024-05-25 15:14:25,/category/books,checkout,email,tablet,prod_42,0,2024-05-25 15:15:17,2,66,42.0,0,0,/home,Germany
user_1,session_4942,2024-10-09 16:05:05,/product/9024,checkout,search engine,tablet,prod_90,0,2024-10-09 16:07:29,5,232,23.0,0,0,/category/clothing,UK
user_1,session_4944,2024-08-01 22:12:50,/contact,checkout,direct,tablet,prod_43,0,2024-08-01 22:15:49,2,288,55.0,0,0,/cart,UK
user_1,session_620,2024-06-28 04:34:13,/home,checkout,social media,mobile,prod_7,0,2024-06-28 04:37:35,3,82,59.0,0,0,/home,Canada
user_1,session_81,2024-01-30 06:38:17,/cart,page view,direct,tablet,,0,2024-01-30 06:43:08,4,189,,0,0,/cart,UK
user_10,session_1073,2024-10-13 20:39:39,/search?q=furniture,purchase,search engine,tablet,prod_79,0,2024-10-13 20:44:01,9,127,33.0,0,0,/checkout,Australia
user_10,session_1104,2024-05-18 10:50:04,/category/home-goods,add to cart,social media,tablet,prod_58,0,2024-05-18 10:52:49,1,231,13.0,0,1,/about-us,Australia
user_10,session_1242,2024-05-11 21:27:17,/cart,add to cart,email,mobile,prod_62,0,2024-05-11 21:28:20,10,124,49.0,0,0,/category/electronics,UK
user_10,session_1264,2024-10-01 20:04:12,/about-us,page view,email,tablet,,0,2024-10-01 20:06:34,6,92,,0,0,/home,UK
user_10,session_1588,2024-11-17 00:07:06,/about-us,add to cart,search engine,desktop,prod_53,0,2024-11-17 00:08:03,5,116,39.0,0,0,/blog/46,UK
user_10,session_165,2024-01-12 11:28:29,/product/8936,purchase,email,tablet,prod_37,0,2024-01-12 11:32:52,6,292,35.0,1,0,/home,Germany
user_10,session_1683,2024-02-13 11:06:00,/blog/28,purchase,direct,desktop,prod_33,0,2024-02-13 11:06:14,4,130,50.0,0,0,/home,Germany
user_10,session_2051,2024-10-03 04:01:35,/home,purchase,direct,tablet,prod_91,0,2024-10-03 04:04:31,9,91,50.0,0,0,/cart,US
user_10,session_2675,2024-08-10 01:32:25,/contact,purchase,social media,mobile,prod_12,0,2024-08-10 01:34:02,3,167,11.0,0,0,/cart,UK
user_10,session_2767,2024-10-22 18:17:24,/home,add to cart,email,desktop,prod_76,0,2024-10-22 18:20:18,10,151,53.0,1,0,/home,Canada
user_10,session_3981,2024-09-04 08:19:51,/contact,checkout,search engine,desktop,prod_76,0,2024-09-04 08:22:27,9,32,55.0,1,0,/blog/38,Canada
user_10,session_4602,2024-08-24 03:33:35,/search?q=laptops,checkout,search engine,tablet,prod_10,0,2024-08-24 03:35:50,2,95,44.0,0,0,/about-us,Canada
user_10,session_4696,2024-08-30 20:10:08,/checkout,checkout,email,mobile,prod_77,0,2024-08-30 20:12:54,3,277,19.0,0,0,/checkout,UK
user_10,session_810,2024-03-11 01:35:58,/product/2825,checkout,email,tablet,prod_76,0,2024-03-11 01:40:03,2,52,12.0,0,0,/category/toys,Germany
user_10,session_826,2024-06-03 14:55:49,/category/electronics,add to cart,social media,desktop,prod_73,0,2024-06-03 14:57:12,4,76,48.0,0,0,/search?q=shoes,Australia
user_10,session_935,2024-08-17 19:41:50,/contact,page view,social media,tablet,,0,2024-08-17 19:43:01,7,144,,1,0,/home,Germany
user_100,session_1087,2024-01-09 07:51:56,/about-us,checkout,direct,mobile,prod_91,0,2024-01-09 07:55:13,3,50,56.0,0,0,/cart,Canada
user_100,session_1263,2024-01-03 15:39:40,/blog/44,add to cart,email,desktop,prod_63,0,2024-01-03 15:40:14,5,166,2.0,0,0,/home,UK
user_100,session_1534,2024-03-28 15:24:43,/contact,add to cart,email,mobile,prod_15,0,2024-03-28 15:25:38,6,35,52.0,1,0,/home,Australia
user_100,session_1573,2024-04-11 23:50:37,/category/books,add to cart,social media,tablet,prod_70,0,2024-04-11 23:52:18,4,196,3.0,1,0,/blog/35,Germany
user_100,session_1715,2024-04-19 16:10:44,/contact,purchase,social media,desktop,prod_90,0,2024-04-19 16:12:26,2,141,59.0,1,0,/category/home-goods,Australia
user_100,session_1947,2024-11-25 09:05:19,/product/4657,checkout,direct,tablet,prod_63,0,2024-11-25 09:10:15,1,111,26.0,0,1,/product/7953,Canada
user_100,session_203,2024-02-01 01:44:20,/cart,page view,social media,mobile,,0,2024-02-01 01:45:27,8,150,,1,0,/product/9072,Canada
user_100,session_2058,2024-05-05 16:55:27,/blog/11,checkout,social media,mobile,prod_38,0,2024-05-05 16:58:19,5,134,17.0,0,0,/cart,Canada
user_100,session_211,2024-07-02 20:36:33,/home,add to cart,search engine,desktop,prod_82,0,2024-07-02 20:37:02,7,176,15.0,0,0,/category/toys,UK
user_100,session_2280,2024-09-07 15:32:29,/contact,checkout,email,tablet,prod_23,0,2024-09-07 15:34:31,7,45,12.0,0,0,/search?q=kids-toys,Germany
user_100,session_23,2024-02-27 09:22:09,/checkout,purchase,social media,tablet,prod_50,1,2024-02-27 09:26:53,9,137,11.0,0,0,/cart,Germany
user_100,session_2303,2024-10-22 22:39:41,/about-us,add to cart,social media,tablet,prod_70,0,2024-10-22 22:40:57,9,170,52.0,0,0,/cart,US
user_100,session_2356,2024-03-01 16:55:25,/search?q=shoes,checkout,email,tablet,prod_84,0,2024-03-01 16:56:41,8,104,15.0,0,0,/product/4430,Australia
user_100,session_2370,2024-08-22 07:26:18,/product/7052,page view,email,desktop,,0,2024-08-22 07:27:55,2,245,,0,0,/contact,US
user_100,session_3331,2024-05-05 07:07:47,/checkout,page view,email,tablet,,0,2024-05-05 07:07:51,2,208,,0,0,/checkout,US
user_100,session_3534,2024-01-01 22:48:16,/checkout,add to cart,email,desktop,prod_10,0,2024-01-01 22:48:20,8,58,50.0,1,0,/product/4036,US
user_100,session_3617,2024-11-05 03:00:40,/about-us,add to cart,social media,mobile,prod_73,0,2024-11-05 03:03:02,10,121,59.0,0,0,/contact,Australia
user_100,session_373,2024-05-23 10:25:27,/home,add to cart,email,desktop,prod_21,0,2024-05-23 10:28:34,5,15,11.0,0,0,/cart,UK
user_100,session_3876,2024-01-16 23:04:46,/category/electronics,checkout,email,desktop,prod_61,0,2024-01-16 23:05:52,4,152,57.0,0,0,/about-us,Germany
user_100,session_4339,2024-05-29 11:08:29,/search?q=shoes,add to cart,email,desktop,prod_63,1,2024-05-29 11:12:09,9,90,11.0,1,0,/checkout,US
user_100,session_4343,2024-10-29 01:31:54,/about-us,page view,email,mobile,,0,2024-10-29 01:35:48,8,108,,0,0,/checkout,US
user_100,session_4614,2024-04-15 20:43:42,/contact,checkout,social media,mobile,prod_18,1,2024-04-15 20:47:50,10,284,21.0,1,0,/blog/38,Australia
user_100,session_4838,2024-01-22 22:05:47,/about-us,page view,search engine,tablet,,0,2024-01-22 22:06:49,6,219,,1,0,/home,Canada
user_100,session_4846,2024-03-18 22:23:26,/category/toys,purchase,search engine,desktop,prod_40,0,2024-03-18 22:23:31,6,162,17.0,0,0,/about-us,Australia
user_100,session_6,2024-05-03 18:03:46,/contact,purchase,email,desktop,prod_31,0,2024-05-03 18:06:46,8,29,36.0,0,0,/home,Canada
user_100,session_733,2024-12-04 01:15:06,/checkout,purchase,email,tablet,prod_82,1,2024-12-04 01:15:35,10,21,21.0,1,0,/cart,UK
user_101,session_1394,2024-10-02 02:50:55,/cart,page view,email,mobile,,0,2024-10-02 02:52:59,9,263,,1,0,/contact,Australia
user_101,session_1500,2024-09-14 01:37:39,/home,purchase,social media,mobile,prod_59,0,2024-09-14 01:38:41,6,145,40.0,0,0,/blog/45,Germany
user_101,session_1656,2024-05-13 12:22:04,/category/electronics,page view,search engine,tablet,,0,2024-05-13 12:25:18,3,177,,0,0,/blog/22,Germany
user_101,session_1719,2024-06-23 08:41:06,/cart,purchase,email,desktop,prod_34,0,2024-06-23 08:42:21,10,9,43.0,0,0,/cart,Australia
user_101,session_1776,2024-12-04 07:31:58,/about-us,page view,direct,mobile,,0,2024-12-04 07:34:27,5,14,,0,0,/search?q=kids-toys,Canada
user_101,session_1776,2024-12-08 20:05:33,/home,checkout,social media,desktop,prod_86,0,2024-12-08 20:09:37,10,86,40.0,1,0,/contact,Germany
user_101,session_1952,2024-02-25 11:29:13,/checkout,add to cart,social media,tablet,prod_80,0,2024-02-25 11:30:53,2,163,41.0,0,0,/product/7875,UK
user_101,session_2009,2024-08-02 07:00:38,/contact,purchase,social media,mobile,prod_25,0,2024-08-02 07:03:43,1,74,31.0,0,1,/cart,Australia
user_101,session_2198,2024-03-14 03:34:30,/about-us,purchase,search engine,mobile,prod_70,0,2024-03-14 03:35:16,5,239,43.0,0,0,/home,Canada
user_101,session_2560,2024-03-18 17:47:50,/category/home-goods,checkout,social media,mobile,prod_16,0,2024-03-18 17:48:36,6,36,40.0,1,0,/home,Australia
user_101,session_2650,2024-04-30 13:03:03,/cart,checkout,social media,desktop,prod_77,0,2024-04-30 13:07:14,4,190,31.0,0,0,/contact,US
user_101,session_2711,2024-01-04 05:31:15,/checkout,add to cart,social media,tablet,prod_98,0,2024-01-04 05:33:42,6,29,45.0,0,0,/cart,Australia
user_101,session_2924,2024-03-28 02:05:00,/contact,page view,email,mobile,,1,2024-03-28 02:08:42,6,56,,0,0,/product/8012,Germany
user_101,session_3290,2024-04-05 17:04:42,/product/7188,purchase,direct,desktop,prod_95,0,2024-04-05 17:05:46,5,243,19.0,0,0,/home,UK
user_101,session_3514,2024-03-24 13:17:28,/category/electronics,purchase,social media,mobile,prod_88,0,2024-03-24 13:19:29,10,45,12.0,1,0,/product/2668,Canada
user_101,session_3740,2024-08-04 21:44:21,/blog/43,page view,direct,tablet,,0,2024-08-04 21:48:56,7,200,,1,0,/about-us,Canada
user_101,session_3963,2024-04-05 22:27:35,/search?q=furniture,page view,email,tablet,,0,2024-04-05 22:31:42,10,63,,1,0,/contact,Germany
user_101,session_4358,2024-11-02 04:42:52,/home,add to cart,social media,mobile,prod_8,0,2024-11-02 04:43:44,9,53,2.0,1,0,/blog/26,Germany
user_101,session_4446,2024-05-03 12:30:46,/checkout,purchase,search engine,mobile,prod_99,0,2024-05-03 12:33:38,1,202,44.0,0,1,/search?q=furniture,Germany
user_101,session_477,2024-04-10 04:12:47,/product/7021,add to cart,social media,mobile,prod_39,0,2024-04-10 04:14:26,4,90,15.0,0,0,/checkout,US
user_101,session_490,2024-10-23 23:25:17,/cart,purchase,direct,desktop,prod_23,0,2024-10-23 23:26:49,5,25,1.0,1,0,/about-us,UK
user_102,session_1310,2024-01-13 02:24:29,/about-us,add to cart,email,tablet,prod_5,0,2024-01-13 02:27:45,5,184,29.0,1,0,/product/3664,Canada
user_102,session_1538,2024-09-26 07:15:47,/search?q=furniture,page view,direct,desktop,,1,2024-09-26 07:18:45,10,290,,0,0,/contact,UK
user_102,session_1634,2024-03-18 22:11:13,/home,purchase,social media,mobile,prod_70,0,2024-03-18 22:12:56,9,53,57.0,0,0,/checkout,US
user_102,session_1951,2024-09-23 05:15:38,/category/electronics,checkout,search engine,mobile,prod_85,0,2024-09-23 05:18:42,10,62,51.0,1,0,/about-us,Germany
user_102,session_2079,2024-06-14 11:16:30,/blog/29,checkout,search engine,tablet,prod_13,0,2024-06-14 11:18:33,2,50,59.0,0,0,/search?q=kids-toys,Germany
user_102,session_2136,2024-02-20 16:47:44,/product/2108,checkout,social media,mobile,prod_65,0,2024-02-20 16:51:24,2,27,40.0,1,0,/contact,US
user_102,session_2236,2024-05-23 12:22:03,/cart,add to cart,search engine,desktop,prod_22,0,2024-05-23 12:22:51,2,92,17.0,0,0,/category/clothing,Germany
user_102,session_2335,2024-03-24 21:38:03,/contact,page view,email,mobile,,0,2024-03-24 21:38:44,9,88,,0,0,/blog/2,Canada
user_102,session_2462,2024-05-21 14:47:54,/blog/44,add to cart,search engine,desktop,prod_100,0,2024-05-21 14:52:36,9,75,58.0,0,0,/cart,Australia
user_102,session_2600,2024-09-06 04:04:32,/category/clothing,add to cart,email,desktop,prod_84,0,2024-09-06 04:08:08,7,155,21.0,0,0,/home,Canada
user_102,session_2673,2024-04-04 14:55:56,/about-us,add to cart,social media,desktop,prod_82,0,2024-04-04 14:57:52,9,105,1.0,0,0,/cart,Canada
user_102,session_2714,2024-11-20 16:10:05,/category/home-goods,checkout,email,mobile,prod_95,0,2024-11-20 16:12:28,8,4,14.0,1,0,/about-us,Australia
user_102,session_3006,2024-06-30 03:31:52,/about-us,checkout,email,tablet,prod_14,0,2024-06-30 03:36:08,1,48,43.0,0,1,/search?q=furniture,UK
user_102,session_3279,2024-04-30 04:26:59,/about-us,purchase,social media,tablet,prod_44,0,2024-04-30 04:30:30,10,280,17.0,0,0,/blog/3,Canada
user_102,session_3337,2024-09-05 07:53:23,/about-us,page view,email,tablet,,0,2024-09-05 07:56:37,2,193,,0,0,/search?q=laptops,Canada
user_102,session_3536,2024-11-17 15:15:06,/search?q=smartphones,checkout,search engine,tablet,prod_73,0,2024-11-17 15:20:02,4,114,53.0,0,0,/home,UK
user_102,session_3678,2024-11-01 19:47:49,/cart,checkout,social media,tablet,prod_88,0,2024-11-01 19:48:06,2,165,45.0,1,0,/home,Canada
user_102,session_3969,2024-10-17 00:36:47,/home,add to cart,social media,tablet,prod_83,0,2024-10-17 00:40:45,10,39,47.0,0,0,/product/9569,US
user_102,session_4058,2024-11-26 18:32:31,/blog/7,purchase,search engine,tablet,prod_62,0,2024-11-26 18:35:45,9,24,49.0,0,0,/blog/35,Australia
user_102,session_4204,2024-07-12 07:15:51,/cart,checkout,search engine,mobile,prod_74,0,2024-07-12 07:17:22,2,217,12.0,1,0,/about-us,Canada
user_102,session_4319,2024-11-06 14:24:34,/checkout,page view,email,tablet,,0,2024-11-06 14:25:59,6,281,,1,0,/search?q=shoes,UK
user_102,session_4502,2024-01-16 20:12:22,/cart,checkout,email,mobile,prod_11,0,2024-01-16 20:13:25,3,122,7.0,0,0,/blog/12,Canada
user_102,session_466,2024-04-17 05:20:55,/contact,checkout,social media,desktop,prod_96,0,2024-04-17 05:24:39,5,85,4.0,0,0,/product/9522,US
user_102,session_4928,2024-02-29 07:26:26,/cart,purchase,email,mobile,prod_46,0,2024-02-29 07:29:44,1,125,24.0,0,1,/contact,Germany
user_102,session_638,2024-10-05 01:15:57,/checkout,checkout,social media,mobile,prod_52,0,2024-10-05 01:20:55,7,110,38.0,0,0,/home,Canada
user_102,session_645,2024-04-26 14:46:19,/home,add to cart,direct,tablet,prod_3,0,2024-04-26 14:47:04,9,226,23.0,1,0,/cart,Australia
user_102,session_746,2024-12-16 23:24:50,/about-us,add to cart,direct,desktop,prod_95,0,2024-12-16 23:24:55,8,85,40.0,0,0,/blog/30,US
user_102,session_773,2024-08-07 12:20:22,/category/clothing,purchase,direct,mobile,prod_97,0,2024-08-07 12:20:51,2,95,24.0,0,0,/about-us,Canada
user_103,session_1026,2024-05-18 00:29:10,/cart,purchase,search engine,mobile,prod_71,0,2024-05-18 00:33:33,6,35,26.0,1,0,/home,UK
user_103,session_1097,2024-01-28 00:48:15,/cart,checkout,direct,desktop,prod_74,0,2024-01-28 00:50:45,9,263,31.0,0,0,/cart,Australia
user_103,session_1198,2024-11-22 06:23:35,/blog/42,page view,direct,tablet,,0,2024-11-22 06:25:52,7,13,,1,0,/search?q=furniture,UK
user_103,session_1225,2024-04-28 03:29:20,/checkout,purchase,direct,mobile,prod_85,0,2024-04-28 03:30:49,3,131,43.0,0,0,/home,Australia
user_103,session_1495,2024-08-30 23:03:16,/home,purchase,email,desktop,prod_79,1,2024-08-30 23:05:35,1,92,11.0,1,1,/category/home-goods,Canada
user_103,session_1502,2024-02-14 01:32:03,/contact,page view,search engine,desktop,,0,2024-02-14 01:33:42,3,67,,0,0,/about-us,Germany
user_103,session_1507,2024-03-22 11:08:00,/search?q=shoes,checkout,direct,mobile,prod_100,0,2024-03-22 11:11:53,8,148,26.0,0,0,/category/electronics,UK
user_103,session_1976,2024-05-31 03:12:08,/checkout,purchase,direct,desktop,prod_90,0,2024-05-31 03:15:30,3,33,52.0,1,0,/cart,Australia
user_103,session_2037,2024-01-13 12:44:44,/cart,add to cart,social media,mobile,prod_62,1,2024-01-13 12:44:52,2,200,46.0,0,0,/about-us,US
user_103,session_2104,2024-08-04 17:34:20,/checkout,add to cart,social media,mobile,prod_37,0,2024-08-04 17:38:26,3,192,40.0,0,0,/search?q=smartphones,Germany
user_103,session_2129,2024-02-12 01:28:09,/blog/23,add to cart,search engine,tablet,prod_2,0,2024-02-12 01:29:11,4,18,54.0,0,0,/search?q=smartphones,Australia
user_103,session_2151,2024-06-27 21:20:19,/blog/34,purchase,direct,desktop,prod_63,0,2024-06-27 21:24:41,10,116,24.0,1,0,/contact,UK
user_103,session_2730,2024-02-13 15:44:33,/contact,purchase,search engine,mobile,prod_20,0,2024-02-13 15:49:11,1,153,25.0,1,1,/checkout,UK
user_103,session_2747,2024-05-27 04:17:07,/cart,page view,social media,tablet,,0,2024-05-27 04:19:46,7,68,,1,0,/category/clothing,Canada
user_103,session_2818,2024-02-22 03:41:02,/cart,purchase,search engine,desktop,prod_47,0,2024-02-22 03:42:49,6,114,19.0,1,0,/contact,Canada
user_103,session_2967,2024-04-20 06:01:29,/product/6916,page view,search engine,desktop,,0,2024-04-20 06:02:17,4,64,,0,0,/contact,Germany
user_103,session_3126,2024-06-07 15:43:14,/cart,add to cart,search engine,tablet,prod_44,1,2024-06-07 15:43:40,2,189,25.0,0,0,/about-us,US
user_103,session_3133,2024-05-03 16:54:54,/about-us,page view,social media,desktop,,0,2024-05-03 16:59:40,5,128,,0,0,/category/home-goods,US
user_103,session_3251,2024-12-29 01:42:41,/cart,checkout,social media,desktop,prod_8,0,2024-12-29 01:43:06,3,258,3.0,0,0,/about-us,Canada
user_103,session_3310,2024-10-16 21:50:59,/category/toys,purchase,search engine,tablet,prod_7,0,2024-10-16 21:55:32,8,198,13.0,0,0,/about-us,US
user_103,session_3539,2024-04-09 21:04:14,/about-us,checkout,direct,desktop,prod_52,0,2024-04-09 21:07:43,8,287,33.0,0,0,/search?q=smartphones,Australia
user_103,session_3588,2024-12-30 13:58:08,/checkout,purchase,direct,tablet,prod_89,0,2024-12-30 13:58:40,6,268,59.0,0,0,/category/toys,Australia
user_103,session_3642,2024-04-28 09:59:24,/product/8893,checkout,direct,mobile,prod_30,0,2024-04-28 10:00:01,7,248,28.0,0,0,/product/5716,Canada
user_103,session_3772,2024-11-02 12:42:57,/cart,checkout,search engine,desktop,prod_97,0,2024-11-02 12:47:19,6,216,28.0,0,0,/product/2209,US
user_103,session_4034,2024-08-23 01:02:45,/blog/20,page view,social media,tablet,,0,2024-08-23 01:07:21,10,289,,1,0,/blog/42,Australia
user_103,session_4178,2024-05-21 02:09:02,/product/1613,add to cart,social media,tablet,prod_29,0,2024-05-21 02:12:41,6,84,60.0,1,0,/product/7269,Australia
user_103,session_4224,2024-02-27 17:06:47,/checkout,add to cart,search engine,mobile,prod_98,0,2024-02-27 17:11:32,6,134,17.0,0,0,/blog/14,Germany
user_103,session_436,2024-02-05 17:18:10,/home,purchase,search engine,desktop,prod_38,0,2024-02-05 17:21:07,7,148,25.0,1,0,/about-us,Germany
user_103,session_4381,2024-09-02 05:27:26,/home,page view,search engine,desktop,,1,2024-09-02 05:29:59,7,252,,0,0,/home,Canada
user_103,session_4734,2024-04-28 07:11:50,/contact,checkout,email,tablet,prod_14,0,2024-04-28 07:14:32,7,165,13.0,0,0,/search?q=shoes,Germany
user_103,session_4897,2024-01-23 21:45:09,/about-us,purchase,social media,mobile,prod_57,0,2024-01-23 21:47:04,8,233,35.0,0,0,/search?q=laptops,Germany
user_103,session_495,2024-07-21 22:49:11,/checkout,checkout,email,desktop,prod_59,0,2024-07-21 22:50:03,10,28,33.0,0,0,/category/home-goods,US
user_104,session_1176,2024-10-27 08:13:52,/home,purchase,direct,mobile,prod_73,1,2024-10-27 08:14:30,9,134,31.0,0,0,/about-us,Australia
user_104,session_1295,2024-04-24 04:06:15,/category/books,page view,search engine,desktop,,0,2024-04-24 04:06:43,6,221,,0,0,/cart,Germany
